comdistnm,jobstatusdesc,licencetypes,tradename,first_iss_dt,industry_sector,is_growth,community_volume,impact_weight,is_licensed,vitality_index,recent_growth_count,strategic_action
BELTLINE,Pending Renewal,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES,
WHOLESALER,
FOOD SERVICE - PREMISES,
ALCOHOL BEVERAGE SALES (ACCESSORY)",KRSPY BARBERSHOP,2025-06-10 08:20:52,Food & Beverage,1,971,11.84,0,0.11,943,URGENT INTERVENTION
WINDSOR PARK,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),BEST INVESTMENT PROPERTIES (SOUTHMORE APARTMENTS),2018-01-16 13:14:18,Retail Trade,0,64,0.78,0,0.2,894,STABLE OPERATIONS
FOREST LAWN INDUSTRIAL,Renewal Licensed,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",NOODLE WORLD RESTAURANT,2001-06-01 00:00:00,Food & Beverage,0,149,1.82,0,0.15,943,MONITOR FRICTION
MAYLAND,Renewal Licensed,WAREHOUSING,CENTRE AVENUE STORAGE,2001-06-01 00:00:00,Warehousing,0,76,0.93,0,0.07,25,STABLE OPERATIONS
RICHMOND,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",MIDAS AUTO SERVICE,2019-12-03 14:52:32,Retail Trade,0,53,0.65,0,0.11,894,STABLE OPERATIONS
SUNNYSIDE,Renewal Licensed,"PERSONAL SERVICE,
BODY RUB CENTRE (GRANDFATHERED MASSAGE CENTRE COMMERCIAL)",REJUVE HEALTH & WELLNESS,2004-11-17 14:24:36,Personal,0,98,1.2,0,0.13,449,STABLE OPERATIONS
STONEGATE LANDING,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),WENDYS RESTAURANT,2025-04-11 11:24:10,Food & Beverage,0,62,0.76,0,0.23,943,STABLE OPERATIONS
BEDDINGTON HEIGHTS,Renewal Licensed,RETAIL DEALER - PREMISES,CALGARY SHOE HOSPITAL FANTASY LEATHER,2020-12-10 12:13:52,Retail Trade,0,52,0.63,0,0.06,894,STABLE OPERATIONS
MOUNT PLEASANT,Renewal Licensed,RETAIL DEALER - PREMISES,OBELLE,2017-11-14 09:25:16,Retail Trade,0,71,0.87,0,0.08,894,STABLE OPERATIONS
SKYLINE EAST,Renewal Licensed,MOTOR VEHICLE DEALER - NO PREMISES,TOYOTA,2001-06-01 00:00:00,Retail Trade,0,79,0.96,0,0.15,894,STABLE OPERATIONS
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SANDSTONE PHARMACY CITY CENTRE,2022-07-08 14:51:29,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
SOUTH CALGARY,Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",DARRI AND SAGE,2026-04-02 14:21:24,Retail Trade,1,198,2.41,1,0.22,894,URGENT INTERVENTION
BRENTWOOD,Pending Renewal,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",NORTHLAND VOLKSWAGEN,2014-06-19 09:31:43,Retail Trade,0,182,2.22,0,0.12,894,URGENT INTERVENTION
HUNTINGTON HILLS,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),SUBWAY SANDWICHES & SALADS,2001-06-01 00:00:00,Food & Beverage,0,54,0.66,0,0.09,943,STABLE OPERATIONS
SUNRIDGE,Renewal Licensed,RETAIL DEALER - PREMISES,CHILDREN'S PLACE (THE) #3217,2005-09-26 15:22:14,Retail Trade,0,385,4.7,0,0.12,894,URGENT INTERVENTION
SHEPARD INDUSTRIAL,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),BANNO AUTO REPAIR,2015-10-02 09:32:11,Automotive,0,197,2.4,0,0.09,80,URGENT INTERVENTION
MILLRISE,Renewal Licensed,"LIQUOR STORE,
FOOD SERVICE - PREMISES",SOBEYS WESTERN CELLARS MILLRISE,2005-12-07 15:52:31,Food & Beverage,0,20,0.24,0,0.05,943,STABLE OPERATIONS
WILLOW PARK,Renewal Licensed,RETAIL DEALER - PREMISES,GAMESTOP,2001-06-01 00:00:00,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
NORTH AIRWAYS,Renewal Licensed,"WHOLESALER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",GICOR LODGING PROJECTS,2022-07-21 16:39:04,Construction & Trades,0,247,3.01,0,0.1,404,URGENT INTERVENTION
FOREST HEIGHTS,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",SUSHI TOKI JAPANESE RESTAURANT,2018-03-29 13:31:30,Food & Beverage,0,30,0.37,0,0.03,943,STABLE OPERATIONS
PEGASUS,Renewal Licensed,CONTRACTOR,MERIT MECHANICAL,2016-02-09 14:50:25,Construction & Trades,0,45,0.55,0,0.09,404,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),HAYES ELEVATOR (CALGARY),2015-08-26 14:06:14,Construction & Trades,0,827,10.09,0,0.1,404,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
FOOD SERVICE - PREMISES,
VAPE RETAILER",PETRO-CANADA FLEET STOP SOUTH,2016-09-19 15:41:31,Food & Beverage,0,827,10.09,0,0.1,943,URGENT INTERVENTION
AURORA BUSINESS PARK,Renewal Licensed,"TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",CANADIAN BREW HOUSE (THE),2013-07-19 10:42:24,Food & Beverage,0,36,0.44,0,0.06,943,STABLE OPERATIONS
SADDLE RIDGE INDUSTRIAL,Renewal Licensed,SALVAGE YARD/AUTO WRECKER,BRAR BROTHER AUTO PARTS SALES & SERVICE,2009-10-29 15:05:02,Automotive,0,37,0.45,0,0.24,80,STABLE OPERATIONS
Unknown,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
FOOD SERVICE - PREMISES,
VAPE RETAILER",7-ELEVEN (CANADA STORE #37787),2016-11-09 10:04:29,Food & Beverage,0,28,0.34,0,0.04,943,STABLE OPERATIONS
HORIZON,Renewal Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES",CORNEL'S WORLD,2015-12-18 13:12:36,Retail Trade,0,269,3.28,0,0.1,894,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,MOTOR VEHICLE DEALER - PREMISES,LUXANI AUTO,2025-02-27 14:46:51,Retail Trade,0,850,10.37,0,0.09,894,URGENT INTERVENTION
MARLBOROUGH,Pending Renewal,RETAIL DEALER - PREMISES,VIRGIN MOBILE #834,2009-06-17 05:33:17,Retail Trade,0,138,1.68,0,0.13,894,MONITOR FRICTION
HIGHWOOD,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",VILLAGES PIZZA HIGHWOOD,2024-10-03 11:38:57,Food & Beverage,0,26,0.32,0,0.12,943,STABLE OPERATIONS
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"ENTERTAINMENT ESTABLISHMENT,
TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
VAPE RETAILER",PAPI BAR AND RESTAURANT,2022-12-09 09:55:20,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Licensed,MASSAGE CENTRE (COMMERCIAL),12 TRIBES MASSAGE CLINIC,2026-01-14 09:14:41,Massage,1,827,10.09,1,0.1,88,URGENT INTERVENTION
SHAWNESSY,Renewal Licensed,RETAIL DEALER - PREMISES,SPECSAVERS SHAWNESSY,2024-10-02 15:23:48,Retail Trade,0,160,1.95,0,0.06,894,MONITOR FRICTION
WESTWINDS,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",AUTOLANE AUTOMOTIVE SERVICES,2017-03-29 11:01:36,Retail Trade,0,366,4.46,0,0.22,894,URGENT INTERVENTION
LAKE BONAVISTA,Renewal Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES",SHOE REPAIR AND ALTERATION,2014-11-18 11:23:05,Retail Trade,0,132,1.61,0,0.08,894,MONITOR FRICTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),INFUSION CAFE AND BISTRO,2025-03-25 13:59:43,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
EVANSTON,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",CHATTERS SALON & BEAUTY SUPPLY OUTLET,2007-02-06 09:34:22,Retail Trade,0,85,1.04,0,0.05,894,STABLE OPERATIONS
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",BLINK RESTAURANT & BAR / ANNABELLE'S KITCHEN,2017-12-06 10:13:03,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
HIGHFIELD,Renewal Licensed,"SCHOOL (PROV. NOT REQUIRED),
WHOLESALER,
CONTRACTOR",VERTIGO-SOLUTIONS FOR WORK AT HEIGHT,2018-09-21 05:33:12,Construction & Trades,0,441,5.38,0,0.1,404,URGENT INTERVENTION
BRENTWOOD,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),RAKU SUSHI,2024-01-24 08:18:46,Food & Beverage,0,182,2.22,0,0.12,943,URGENT INTERVENTION
BRENTWOOD,Renewal Licensed,RETAIL DEALER - PREMISES,DR CELL,2019-05-08 09:26:39,Retail Trade,0,182,2.22,0,0.12,894,URGENT INTERVENTION
HIGHFIELD,Licensed,MOTOR VEHICLE DEALER - PREMISES,ACE MOTOR SALES AND SERVICES,2025-09-25 08:28:36,Retail Trade,1,441,5.38,1,0.1,894,URGENT INTERVENTION
HIGHFIELD,Renewal Licensed,CONTRACTOR,CANWEST CONCRETE CUTTING & CORING,2015-11-20 11:40:09,Construction & Trades,0,441,5.38,0,0.1,404,URGENT INTERVENTION
WILLOW PARK,Renewal Licensed,RETAIL DEALER - NO PREMISES,GLOW GARDENS,2025-04-04 12:57:24,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
WESTWINDS,Renewal Licensed,MASSAGE CENTRE (COMMERCIAL),COMPLETE PRO MASSAGE,2023-02-09 14:30:08,Massage,0,366,4.46,0,0.22,88,URGENT INTERVENTION
GREENVIEW INDUSTRIAL PARK,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),UNCLE MOE'S DONAIRS,2003-01-25 05:36:42,Food & Beverage,0,359,4.38,0,0.09,943,URGENT INTERVENTION
MEADOWLARK PARK,Licensed,RETAIL DEALER - PREMISES,MAVI JEANS,2026-01-06 08:13:43,Retail Trade,1,209,2.55,1,0.09,894,URGENT INTERVENTION
FRANKLIN,Renewal Licensed,AUTO BODY SHOP,RUDY'S AUTO REFINISHING & COLLISION,2001-06-01 00:00:00,Retail Trade,0,332,4.05,0,0.1,894,URGENT INTERVENTION
WINDSOR PARK,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),CHINOOK PLACE,2020-02-06 16:01:09,Retail Trade,0,64,0.78,0,0.2,894,STABLE OPERATIONS
FAIRVIEW INDUSTRIAL,Pending Renewal,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES,
PERSONAL SERVICE (FITNESS CONDITIONING)",LIGHT GYMNASTICS,2025-06-18 12:36:39,Retail Trade,1,325,3.96,0,0.1,894,URGENT INTERVENTION
GOLDEN TRIANGLE,Pending Renewal,"CHARITABLE ORGANIZATION,
FOOD SERVICE - PREMISES (SEATING)",LADY OF FATIMA PORTUGUESE CHURCH,2001-06-01 00:00:00,Food & Beverage,0,72,0.88,0,0.07,943,STABLE OPERATIONS
MONTGOMERY,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),HOMES BY SORENSEN,2023-04-14 07:28:32,Construction & Trades,0,98,1.2,0,0.1,404,STABLE OPERATIONS
MCCALL,Renewal Licensed,WHOLESALER,ER BRIDGE EXPRESS LOGISTICS,2019-11-07 12:46:08,Wholesaler,0,387,4.72,0,0.15,73,URGENT INTERVENTION
NEW BRIGHTON,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",SOUTH TRAIL KIA,2015-10-02 13:53:31,Retail Trade,0,8,0.1,0,0.0,894,STABLE OPERATIONS
GREAT PLAINS,Renewal Licensed,CONTRACTOR,PERMANENT WINDOWS SOLUTIONS,2023-12-15 12:08:16,Construction & Trades,0,174,2.12,0,0.07,404,URGENT INTERVENTION
CALGARY INTERNATIONAL AIRPORT,Renewal Licensed,"RETAIL DEALER - PREMISES,
ALARM AGENCY,
CONTRACTOR,
DISTRIBUTION MANAGER (DIRECT SALES)",ADERA TECHNOLOGIES,2016-11-01 10:35:13,Retail Trade,0,198,2.41,0,0.07,894,URGENT INTERVENTION
STONEY 2,Renewal Licensed,WHOLESALER,HIBBERT INTERNATIONAL,2014-03-12 11:05:46,Wholesaler,0,98,1.2,0,0.1,73,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Renewal Licensed,"MANUFACTURER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",BORDT STONE & TILE,2023-03-02 14:20:33,Construction & Trades,0,576,7.02,0,0.08,404,URGENT INTERVENTION
GREAT PLAINS,Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",SAIGON GOLDEN VIETNAMESE RESTAURANT,2026-03-19 15:04:24,Food & Beverage,1,174,2.12,1,0.07,943,URGENT INTERVENTION
ACADIA,Pending Renewal,RETAIL DEALER - PREMISES,TAIL BLAZERS,2025-06-05 14:56:46,Retail Trade,1,198,2.41,0,0.14,894,URGENT INTERVENTION
DEER RIDGE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",STARBUCKS COFFEE #16668,2012-04-21 05:52:05,Food & Beverage,0,65,0.79,0,0.12,943,STABLE OPERATIONS
HAYSBORO,Renewal Licensed,RETAIL DEALER - PREMISES,KICKS SPORTING GOODS,2004-12-10 08:04:58,Retail Trade,0,212,2.59,0,0.13,894,URGENT INTERVENTION
BRENTWOOD,Licensed,FOOD SERVICE - PREMISES (SEATING),STACKED PANCAKE AND BREAKFAST HOUSE,2025-09-11 11:11:23,Food & Beverage,1,182,2.22,1,0.12,943,URGENT INTERVENTION
ALYTH/BONNYBROOK,Renewal Licensed,SCHOOL (PROV. NOT REQUIRED),MUD POTTERY STUDIO,2021-02-26 08:59:03,School,0,223,2.72,0,0.1,52,URGENT INTERVENTION
GLENDEER BUSINESS PARK,Renewal Licensed,MOTOR VEHICLE DEALER - PREMISES,SOLUTION FINANCIAL,2019-12-05 08:42:26,Retail Trade,0,15,0.18,0,0.07,894,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),JCO AUTO,2018-02-12 09:14:17,Automotive,0,827,10.09,0,0.1,80,URGENT INTERVENTION
EVANSTON,Renewal Licensed,"RETAIL DEALER - PREMISES,
CONTRACTOR",WESTVALLEY CARPET & FLOORING,2011-10-12 15:05:31,Retail Trade,0,85,1.04,0,0.05,894,STABLE OPERATIONS
BRENTWOOD,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),DALHOUSIE AUTO SERVICE,2001-06-01 00:00:00,Automotive,0,182,2.22,0,0.12,80,URGENT INTERVENTION
SOUTHWOOD,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",OLLY FRESCO'S MARKET & DELI,2016-09-21 10:14:42,Food & Beverage,0,76,0.93,0,0.08,943,STABLE OPERATIONS
STARFIELD,Renewal Licensed,MANUFACTURER,DIRTT ENVIRONMENTAL SOLUTIONS #3,2016-10-12 15:04:53,Manufacturer,0,89,1.09,0,0.04,72,STABLE OPERATIONS
WESTWINDS,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",CASTLERIDGE DOLLAR PLUS,2010-11-19 10:13:17,Food & Beverage,0,366,4.46,0,0.22,943,URGENT INTERVENTION
BRIDGELAND/RIVERSIDE,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),SHERGILL PLACE,2019-04-03 10:54:10,Retail Trade,0,142,1.73,0,0.1,894,MONITOR FRICTION
SHAWNEE SLOPES,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),SHAWNEE STATION AUTOMOTIVE NAPA AUTOPRO,2002-06-06 17:22:19,Automotive,0,19,0.23,0,0.21,80,STABLE OPERATIONS
FOOTHILLS,Licensed,MANUFACTURER,SUNCOAST BUILT,2025-11-06 11:36:20,Manufacturer,1,850,10.37,1,0.09,72,URGENT INTERVENTION
KINGSLAND,Renewal Invoiced,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SUPPLEMENT WORLD,2024-05-01 08:48:33,Food & Beverage,0,124,1.51,0,0.08,943,MONITOR FRICTION
ACADIA,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),WYLDEWOOD ESTATES,2024-04-26 14:55:13,Retail Trade,0,198,2.41,0,0.14,894,URGENT INTERVENTION
MIDNAPORE,Renewal Invoiced,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",CHATIME,2021-04-28 05:31:24,Food & Beverage,0,163,1.99,0,0.11,943,MONITOR FRICTION
HUNTINGTON HILLS,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",CHERRY INN,2001-06-01 00:00:00,Food & Beverage,0,54,0.66,0,0.09,943,STABLE OPERATIONS
LEGACY,Renewal Invoiced,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",BOOSTER JUICE,2025-04-30 15:07:36,Food & Beverage,1,94,1.15,0,0.09,943,STABLE OPERATIONS
TUXEDO PARK,Renewal Licensed,PERSONAL SERVICE,NK NAILS,2023-12-12 14:24:10,Personal,0,156,1.9,0,0.1,449,MONITOR FRICTION
NORTH AIRWAYS,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL)",BARLOW HOLISTIC WELLNESS,2018-03-13 15:02:45,Personal,0,247,3.01,0,0.1,449,URGENT INTERVENTION
HIGHFIELD,Pending Renewal,RETAIL DEALER - PREMISES,MY CPAP CANADA,2020-06-09 15:50:38,Retail Trade,0,441,5.38,0,0.1,894,URGENT INTERVENTION
CITYSCAPE,Licensed,MOTOR VEHICLE REPAIR AND SERVICE (MOBILE) (HOME BASED),TINT X,2026-03-09 09:34:14,Automotive,1,25,0.3,1,0.16,80,STABLE OPERATIONS
SUNNYSIDE,Renewal Licensed,RETAIL DEALER - PREMISES,UPPERCASE PUBLISHING,2023-08-16 09:21:46,Retail Trade,0,98,1.2,0,0.13,894,STABLE OPERATIONS
SKYLINE EAST,Licensed,WHOLESALER,MM SMARTFIT DESIGNS,2025-07-10 14:02:53,Wholesaler,1,79,0.96,1,0.15,73,STABLE OPERATIONS
CANADA OLYMPIC PARK,Licensed,"CHARITABLE ORGANIZATION,
MASSAGE CENTRE (COMMERCIAL),
PERSONAL SERVICE (FITNESS CONDITIONING)",CANADIAN SPORT INSTITUTE ALBERTA,2025-12-09 11:54:38,Charitable,1,9,0.11,1,0.11,1,STABLE OPERATIONS
LOWER MOUNT ROYAL,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2001-06-01 00:00:00,Retail Trade,0,145,1.77,0,0.14,894,MONITOR FRICTION
STONEY 3,Renewal Invoiced,RETAIL DEALER - PREMISES,KHALSA COLLECTION,2022-05-16 11:10:08,Retail Trade,0,250,3.05,0,0.28,894,URGENT INTERVENTION
FAIRVIEW INDUSTRIAL,Renewal Licensed,RETAIL DEALER - PREMISES,GUITARWORKS,2009-03-25 08:13:14,Retail Trade,0,325,3.96,0,0.1,894,URGENT INTERVENTION
FOREST LAWN,Licensed,PERSONAL SERVICE,FIRST CHOICE HAIR,2025-07-08 10:24:25,Personal,1,160,1.95,1,0.09,449,MONITOR FRICTION
QUEENSLAND,Renewal Invoiced,FOOD SERVICE - PREMISES (NO SEATING),CANADIAN PIZZA UNLIMITED- QUEENSLAND SE,2025-05-01 16:09:54,Food & Beverage,1,11,0.13,0,0.0,943,STABLE OPERATIONS
FOOTHILLS,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),GERMAN AUTOMOTIVE SERVICES,2022-11-24 10:20:44,Automotive,0,850,10.37,0,0.09,80,URGENT INTERVENTION
ROYAL VISTA,Renewal Invoiced,WHOLESALER,AGAR CANADA,2023-05-19 09:54:09,Wholesaler,0,169,2.06,0,0.08,73,URGENT INTERVENTION
TUXEDO PARK,Pending Renewal,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",4TH STREET PIZZA,2025-06-02 10:13:49,Food & Beverage,1,156,1.9,0,0.1,943,MONITOR FRICTION
SHAWNESSY,Renewal Licensed,RETAIL DEALER - PREMISES,GLOBAL PET FOODS,2012-11-08 13:44:59,Retail Trade,0,160,1.95,0,0.06,894,MONITOR FRICTION
WILLOW PARK,Pending Renewal,RETAIL DEALER - PREMISES,OLD NAVY STORE #1478,2019-06-06 15:47:44,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
GLENDEER BUSINESS PARK,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1),
WHOLESALER",MACLIN FORD,2001-06-01 00:00:00,Retail Trade,0,15,0.18,0,0.07,894,STABLE OPERATIONS
STONEY 3,Renewal Invoiced,"RETAIL DEALER - PREMISES,
WHOLESALER",TRENDZ FLOORING,2024-05-23 08:47:06,Retail Trade,0,250,3.05,0,0.28,894,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,"CLEANING SERVICE (COMMERCIAL & RESIDENTIAL),
CONTRACTOR",RESQ PRO RESTORATION,2024-11-18 07:59:43,Construction & Trades,0,827,10.09,0,0.1,404,URGENT INTERVENTION
OGDEN SHOPS,Renewal Licensed,MANUFACTURER,WEST COAST REDUCTION,2001-06-01 00:00:00,Manufacturer,0,13,0.16,0,0.0,72,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Renewal Invoiced,"WHOLESALER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",FRONTIER POWER PRODUCTS,2006-04-29 05:33:08,Construction & Trades,0,576,7.02,0,0.08,404,URGENT INTERVENTION
WEST SPRINGS,Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",ALFORNO - WEST DISTRICT,2026-03-27 07:55:37,Food & Beverage,1,113,1.38,1,0.23,943,MONITOR FRICTION
FAIRVIEW,Licensed,PERSONAL SERVICE,NATALIIA BILAN,2025-09-08 10:03:46,Personal,1,56,0.68,1,0.21,449,STABLE OPERATIONS
DALHOUSIE,Pending Renewal,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",YOUR DOLLAR STORE WITH MORE,2004-06-24 10:28:01,Food & Beverage,0,46,0.56,0,0.04,943,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Renewal Invoiced,FOOD SERVICE - PREMISES (NO SEATING),OLD FASHION DELI & MEAT,2001-06-01 00:00:00,Food & Beverage,0,827,10.09,0,0.1,943,URGENT INTERVENTION
RESIDUAL WARD 10 - SUB AREA 10E,Renewal Licensed,FOOD SERVICE - NO PREMISES,MR FROSTY  (CGY-1133),2022-08-12 14:38:29,Food & Beverage,0,11,0.13,0,0.0,943,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),ALBERTA AUTO ELECTRIC,2001-06-01 00:00:00,Automotive,0,827,10.09,0,0.1,80,URGENT INTERVENTION
FOREST LAWN,Renewal Licensed,"ENTERTAINMENT ESTABLISHMENT,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",CHICAGO'S PUB & GRILL,2014-08-18 11:08:18,Food & Beverage,0,160,1.95,0,0.09,943,MONITOR FRICTION
GLENBROOK,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1),
FOOD SERVICE - PREMISES",CANADIAN TIRE,2020-02-26 16:07:54,Food & Beverage,0,72,0.88,0,0.08,943,STABLE OPERATIONS
ERIN WOODS,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
FOOD SERVICE - PREMISES (NO SEATING),
VAPE RETAILER",7 ELEVEN FOOD STORE #32846,2001-06-01 00:00:00,Food & Beverage,0,18,0.22,0,0.11,943,STABLE OPERATIONS
FOREST LAWN,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2017-11-28 14:50:52,Retail Trade,0,160,1.95,0,0.09,894,MONITOR FRICTION
SUNRIDGE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",DOLLARAMA,2011-12-27 15:20:34,Food & Beverage,0,385,4.7,0,0.12,943,URGENT INTERVENTION
CAPITOL HILL,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
MOTOR VEHICLE REPAIR AND SERVICE (2-PROV N/R),
FOOD SERVICE - PREMISES (NO SEATING),
VAPE RETAILER",NORTH HILL PETRO CANADA,2018-07-23 08:06:12,Food & Beverage,0,88,1.07,0,0.1,943,STABLE OPERATIONS
SUNDANCE,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",SPELLBOUND HAIR CO,2024-11-14 16:15:30,Retail Trade,0,60,0.73,0,0.25,894,STABLE OPERATIONS
SOUTHVIEW,Licensed,PERSONAL SERVICE (FITNESS CONDITIONING),HABESHA ART CENTRE,2026-02-19 08:48:55,Personal,1,92,1.12,1,0.11,449,STABLE OPERATIONS
FRANKLIN,Renewal Licensed,"WHOLESALER,
CONTRACTOR",NETAGEN COMMUNICATION TECHNOLOGIES,2016-08-04 05:32:11,Construction & Trades,0,332,4.05,0,0.1,404,URGENT INTERVENTION
ROSEMONT,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",CAMBRIAN DRUG MART,2001-06-01 00:00:00,Food & Beverage,0,24,0.29,0,0.12,943,STABLE OPERATIONS
ACADIA,Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",GALENA WELLNESS,2026-03-25 08:29:16,Food & Beverage,1,198,2.41,1,0.14,943,URGENT INTERVENTION
HIGHFIELD,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),S & V MOTORS,2017-02-09 11:28:38,Automotive,0,441,5.38,0,0.1,80,URGENT INTERVENTION
